Identifier,Status catalogue,Business line/Ligne d'affaires,Type of product/ Type de produit,Title/Titre (Eng),Description (English/anglais),Catalogue Link (EN),Title/Titre (Fra),Description (French/français),Catalogue Link (FR),Provider/Fournisseur,Homepage,Product has related courses/Ce produit a des cours connexes,Related courses/Cours connexes,Primary Intended Audience/Public ciblé principal,Total length of English product (h:mm:ss) / Durée totale du produit anglais (h:mm:ss),Total length of French product (h:mm:ss) / Durée totale du produit francais (h:mm:ss) copy,Duration - Showcard,Duration - Product page,Curriculum Architecture Placement/Emplacement dans l'architecture du curriculum,"If Corporate Skills, choose a sub-category/ Si Compétences organisationnelles, choisir une sous-catégorie","If Digital and Data, choose a sub-category/ Si numérique et données , choisir une sous-catégorie","If Healthy Workplace, choose a sub-category/ Si milieu de travail sain, choisir une sous-catégorie","If Public Sector Foundations, choose a sub-category/ Si fondements du secteur public, choisir une sous-catégorie","If Transferable Skills, choose a sub-category/ Si compétences transférables, choisir une sous-catégorie",Topics/Sujets,"Under Communication, are any of these sub-topics applicable?/Sous communication, un de ces sous-sujets est-il applicable ?","Under digital, data and design, are any of these sub-topics applicable?/Sous numérique, données et conception, un de ces sous-sujets est-il applicable ?","Under leadership, are any of these sub-topics applicable?/Sous leadership, un de ces sous-sujets est-il applicable ?","Under wellbeing, are any of these sub-topics applicable?/Sous mieux-être, un de ces sous-sujets est-il applicable ?","Under diversity, inclusion and Indigenous reconciliation, are any of these sub-topics applicable?/Sous diversité, inclusion et réconciliation avec les Autochtones, un de ces sous-sujets est-il applicable ?","Under working with others, are any of these sub-topics applicable?/Sous travailler ensemble, un de ces sous-sujets est-il applicable ?","Under project and product management, are any of these sub-topics applicable?/Sous gestion de produits et de projets, un de ces sous-sujets est-il applicable ?","Under government operations, are any of these sub-topics applicable?/Sous opérations gouvernementales, un de ces sous-sujets est-il applicable ?"
DDN2-A31,Active / Shown in catalogue,Digital Academy/Académie du numérique,Article/Article,Navigating Complexity in the Digital Era (DDN2-A31),"This article navigates through the challenges and opportunities brought on by digitization, with a focus on the development and implementation of policy and the delivery of new digital services. ",https://catalogue.csps-efpc.gc.ca/product?catalog=DDN2-A31&cm_locale=en,Composer avec la complexité à l'ère du numérique (DDN2-A31),"Cet article porte sur les difficultés et les occasions qui découlent de la numérisation, et se penche plus précisément sur l'élaboration et la mise en œuvre de politiques ainsi que sur la prestation de nouveaux services numériques.  ",https://catalogue.csps-efpc.gc.ca/product?catalog=DDN2-A31&cm_locale=fr,CSPS/EFPC,CSPS website,Yes/Oui,,Employees/Employés,,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Digital and Data/Numérique et données ,,Digital/Numérique,,,,"""Digital, data and design/Numérique, données et conception""",,Digital Leadership/Leadership numérique,,,,,,
DDN2-A32,Active / Shown in catalogue,Digital Academy/Académie du numérique,Article/Article,Decoding AI Assistants in Videoconferences (DDN2-A32),"This article explains the role of AI assistants (intelligent virtual assistants) in enabling online meetings, and some of the risks and rewards associated with their use. ",https://catalogue.csps-efpc.gc.ca/product?catalog=DDN2-A32&cm_locale=en,Mieux comprendre les assistants d'IA servant aux vidéoconférences (DDN2-A32),"Cet article décrit le rôle des assistants d'intelligence artificielle (agents virtuels) servant à la tenue de réunions en ligne, ainsi que certains des risques et des avantages liés à leur utilisation.",https://catalogue.csps-efpc.gc.ca/product?catalog=DDN2-A32&cm_locale=fr,CSPS/EFPC,CSPS website,Yes/Oui,DDN210 - Discover Artificial Intelligence/Découvrez l'intelligence artificielle,Employees/Employés,,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Digital and Data/Numérique et données ,,Digital/Numérique,,,,"""Digital, data and design/Numérique, données et conception"",Artificial Intelligence/Intelligence artificielle",,,,,,,,
DDN2-A33,Active / Shown in catalogue,Digital Academy/Académie du numérique,Article/Article,Working in Cross-Functional Teams (DDN2-A33),"This article summarizes the key points of the Cross-Functional Teams in Government event, hosted by the Canada School of Public Service in 2023, including the benefits and challenges of cross-functional teams, tips on their successful implementation, and ways to achieve desired outcomes.",https://catalogue.csps-efpc.gc.ca/product?catalog=DDN2-A33&cm_locale=en,Le travail au sein d'équipes interfonctionnelles (DDN2-A33),"Cet article résume les principaux points présentés dans le cadre de l'événement tenu en 2023 par l'École de la fonction publique du Canada et intitulé Équipes interfonctionnelles au gouvernement, notamment les avantages et les défis associés aux équipes interfonctionnelles, des conseils sur la réussite de leur mise en œuvre et des façons pour parvenir aux résultats souhaités.",https://catalogue.csps-efpc.gc.ca/product?catalog=DDN2-A33&cm_locale=fr,CSPS/EFPC,CSPS website,Yes/Oui,TRN136 - Cultivating Cross-Functional Team Collaboration/Cultiver la collaboration d'équipes transversales,Employees/Employés,,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Digital and Data/Numérique et données ,,Digital/Numérique,,,,"""Digital, data and design/Numérique, données et conception""",,Design/Conception,,,,,,
DDN2-A34,Active / Shown in catalogue,Digital Academy/Académie du numérique,Article/Article,Working with Artificial Intelligence Series: Writing Inclusive Prompts (DDN2-A34),"This article explores the practical applications of generative artificial intelligence in composing inclusive-language text and conducting inclusive-language reviews, as well as how to formulate prompts for optimal output. ",https://catalogue.csps-efpc.gc.ca/product?catalog=DDN2-A34&cm_locale=en,Série Travailler à l'aide de l'intelligence artificielle : Inciter les outils d'intelligence artificielle à rédiger en langage inclusif (DDN2-A34),"Cet article porte sur les applications pratiques de l'intelligence artificielle générative dans le but de rédiger en langage inclusif et de s'assurer que le langage dans un texte est bien inclusif, ainsi que sur la façon de formuler des commandes pour obtenir un résultat optimal.",https://catalogue.csps-efpc.gc.ca/product?catalog=DDN2-A34&cm_locale=fr,CSPS/EFPC,CSPS website,Yes/Oui,"DDN210 - Discover Artificial Intelligence/Découvrez l'intelligence artificielle,DDN220 - Getting Started with Machine Learning/Démarrer avec l'apprentissage automatique,DDN219 - Transforming the Workplace Using Artificial Intelligence/Transformer l'environnement de travail avec l'intelligence artificielle",Employees/Employés,,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Digital and Data/Numérique et données ,,Digital/Numérique,,,,"""Digital, data and design/Numérique, données et conception"",Communication/Communication,Artificial Intelligence/Intelligence artificielle",Writing/Rédaction,,,,,,,
DDN2-A35,Active / Shown in catalogue,Digital Academy/Académie du numérique,Article/Article,Working with Artificial Intelligence Series: The Trust Factor in Generative AI (DDN2-A35),"This article explores the importance of reliability and trustworthiness of large language models (LLMs), as well as the strategies and challenges involved in incorporating these essential qualities into AI-powered tools.",https://catalogue.csps-efpc.gc.ca/product?catalog=DDN2-A35&cm_locale=en,Série Travailler à l'aide de l'intelligence artificielle : La confiance à l'égard de l'IA générative (DDN2-A35),Cet article porte sur l'importance de la constance et de la fiabilité des grands modèles de langages ainsi que sur les stratégies et les difficultés liées à l'intégration de ces qualités dans les outils issus de l'intelligence artificielle.,https://catalogue.csps-efpc.gc.ca/product?catalog=DDN2-A35&cm_locale=fr,CSPS/EFPC,CSPS website,Yes/Oui,"DDN220 - Getting Started with Machine Learning/Démarrer avec l'apprentissage automatique,DDN235 - Discovering Cyber Security/À la découverte de la cybersécurité,DDN210 - Discover Artificial Intelligence/Découvrez l'intelligence artificielle",Employees/Employés,,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Digital and Data/Numérique et données ,,Digital/Numérique,,,,"""Digital, data and design/Numérique, données et conception"",Communication/Communication,Artificial Intelligence/Intelligence artificielle",Writing/Rédaction,,,,,,,
DDN2-A36,Active / Shown in catalogue,Digital Academy/Académie du numérique,Article/Article,How to Use Artificial Intelligence to Write Content for a Government Service (DDN2-A36) ,This article outlines the process for crafting prompts from which generative AI can draft action pages and other forms of content about government services. ,https://catalogue.csps-efpc.gc.ca/product?catalog=DDN2-A36&cm_locale=en,Rédiger du contenu destiné à un service gouvernemental à l'aide de l'intelligence artificielle (DDN2-A36) ,Cet article décrit comment créer des requêtes permettant à l'IA générative de rédiger des plans d'action ou d'autres formes de contenu sur les services gouvernementaux. ,https://catalogue.csps-efpc.gc.ca/product?catalog=DDN2-A36&cm_locale=fr,CSPS/EFPC,CSPS website,Yes/Oui,"DDN220 - Getting Started with Machine Learning/Démarrer avec l'apprentissage automatique,DDN235 - Discovering Cyber Security/À la découverte de la cybersécurité,DDN210 - Discover Artificial Intelligence/Découvrez l'intelligence artificielle",Employees/Employés,,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Digital and Data/Numérique et données ,,Digital/Numérique,,,,"""Digital, data and design/Numérique, données et conception"",Communication/Communication,Artificial Intelligence/Intelligence artificielle",Writing/Rédaction,,,,,,,
DDN2-A37,Active / Shown in catalogue,Digital Academy/Académie du numérique,Article/Article,Working with Artificial Intelligence Series: Co-Coding with AI (DDN2-A37) ,"This article explores how large language models can aid in completing programming tasks, such as drafting, debugging, and verifying code for flaws and vulnerabilities. ",https://catalogue.csps-efpc.gc.ca/product?catalog=DDN2-A37&cm_locale=en,Série Travailler à l'aide de l'intelligence artificielle : Coder en collaboration avec l'IA (DDN2-A37),"Cet article porte sur la manière dont les grands modèles de langage peuvent faciliter l'exécution de tâches de programmation, telles que la rédaction, le débogage et la vérification du code pour détecter les failles et les vulnérabilités. ",https://catalogue.csps-efpc.gc.ca/product?catalog=DDN2-A37&cm_locale=fr,CSPS/EFPC,CSPS website,Yes/Oui,"DDN220 - Getting Started with Machine Learning/Démarrer avec l'apprentissage automatique,DDN210 - Discover Artificial Intelligence/Découvrez l'intelligence artificielle,DDN235 - Discovering Cyber Security/À la découverte de la cybersécurité",Employees/Employés,,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Digital and Data/Numérique et données ,,Digital/Numérique,,,,"""Digital, data and design/Numérique, données et conception"",Communication/Communication,Artificial Intelligence/Intelligence artificielle",Writing/Rédaction,,,,,,,
DDN2-A39,Active / Shown in catalogue,Digital Academy/Académie du numérique,Article/Article,Cyber Security in the Public Service (DDN2-A39),This article explains the basic concepts of cyber security in a Government of Canada context and describes the simple actions that will help keep organizations safe from cyber threats.,https://catalogue.csps-efpc.gc.ca/product?catalog=DDN2-A39&cm_locale=en,La cybersécurité dans la fonction publique (DDN2-A39),Cet article explique les notions de base de la cybersécurité dans le contexte du gouvernement du Canada et décrit les mesures simples qui aideront les organisations à se protéger contre les cybermenaces.,https://catalogue.csps-efpc.gc.ca/product?catalog=DDN2-A39&cm_locale=en,CSPS/EFPC,CSPS website,Yes/Oui,"DDN235 - Discovering Cyber Security/À la découverte de la cybersécurité,COR310 - Security Awareness/Sensibilisation à la sécurité",Employees/Employés,,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Digital and Data/Numérique et données ,,Digital/Numérique,,,,"""Digital, data and design/Numérique, données et conception""",,Security and privacy/Sécurité et confidentialité,,,,,,
DDN2-A40,Active / Shown in catalogue,Digital Academy/Académie du numérique,Article/Article,Delivering Effective Public Services in the Digital Age (DDN2-A40),"This article explores the fundamentals of public service delivery in the digital age and emphasizes the importance of embracing client-centred approaches, interdisciplinary collaboration and technological advancements.",https://catalogue.csps-efpc.gc.ca/product?catalog=DDN2-A40&cm_locale=en,Offrir des services publics efficaces à l'ère du numérique (DDN2-A40),"Cet article présente les principes fondamentaux de la prestation de services publics à l'ère du numérique, soulignant l'importance d'adopter des approches axées sur la clientèle, de favoriser la collaboration interdisciplinaire et de recourir aux nouvelles technologies.",https://catalogue.csps-efpc.gc.ca/product?catalog=DDN2-A40&cm_locale=fr,CSPS/EFPC,CSPS website,Yes/Oui,"DDN202 - Digital in Practice/Le numérique en pratique,DDN201 - How to Be Digital in the Canadian Public Service/Comment adopter le numérique dans la fonction publique canadienne",Employees/Employés,,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Digital and Data/Numérique et données ,,Digital/Numérique,,,,"""Digital, data and design/Numérique, données et conception""",,"Design/Conception,Data/Données,Information technology/Technologies de l’information",Digital leadership/Leadership numérique,,,,,
DDN2-A41,Active / Shown in catalogue,Digital Academy/Académie du numérique,Article/Article,Simplifying Government Forms (DDN2-A41),"This article offers advice on how to reduce the administrative burdens of government forms by identifying potential challenges early on, how to mitigate those challenges and how to streamline form processes to improve the user experience.",https://catalogue.csps-efpc.gc.ca/product?catalog=DDN2-A41&cm_locale=en,Simplifier les formulaires gouvernementaux (DDN2-A41),Cet article donne des conseils pour réduire le fardeau administratif lié aux formulaires gouvernementaux en anticipant les difficultés potentielles et offre des conseils sur la manière d'atténuer ces difficultés et de simplifier les processus liés aux formulaires afin d’offrir une meilleure expérience d’utilisation.,https://catalogue.csps-efpc.gc.ca/product?catalog=DDN2-A41&cm_locale=fr ,CSPS/EFPC,CSPS website,No/Non,,Employees/Employés,,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Digital and Data/Numérique et données ,,Digital/Numérique,,,,"""Digital, data and design/Numérique, données et conception""",,Design/Conception,,,,,,
DDN2-A42,Active / Shown in catalogue,Digital Academy/Académie du numérique,Article/Article,Clicks and Tips: Maximizing Your Productivity (DDN2-A42) ,This article explores how Microsoft OneNote and other digital shortcuts can be leveraged to streamline workflows and increase productivity in the workplace. ,https://catalogue.csps-efpc.gc.ca/product?catalog=DDN2-A42&cm_locale=en,Clics et conseils : maximiser votre productivité (DDN2-A42),Cet article porte sur la manière dont Microsoft OneNote et divers raccourcis informatiques permettent de simplifier des processus et d'accroître la productivité au travail. ,https://catalogue.csps-efpc.gc.ca/product?catalog=DDN2-A42&cm_locale=fr,CSPS/EFPC,CSPS website,Yes/Oui,"TRN430 - Developing a Mindset of Growth and Learning/Développer un état d'esprit de croissance et d'apprentissage,DDN208 - Introduction to Agile in the Public Service/Introduction à la notion d'agilité dans la fonction publique",Employees/Employés,,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Digital and Data/Numérique et données ,,Digital/Numérique,,,,"""Digital, data and design/Numérique, données et conception""",,Design/Conception,,,,,,
